Watch Xbox Reveal LIVE on GT! http://t.co/YY0OWHeeMS #XboxReveal Called it! EA has some exclusive partnership with Microsoft!,,,,,,,,
RT @tvandlust: my wii u has more games than an #xboxreveal,,,,,,,,
RT @eveylon: No dog will replace the love I have for the dog from Fable has in my heart. #Xboxreveal @LionheadStudios,,,,,,,,
"If I can customize the voice commands for the Xbox One I will make mine turn on by saying \""Showtime Synergy!\"" #xboxreveal #xboxone",,,,,,,,
this is no more gaming console\,,,,,,,,
RT @redfivetwo: Given the scarcity of certain materials\ Microsoft and @Xbox seem to have exactly what I want out of it...so far. Roll on Xbox one! #xboxreveal,,,,,,,,
"RT @JesseCox: 8 minutes in... still not one mention of the word \""game\"". #xboxreveal But they did introduce this cool looking cable box.",,,,,,,,
RT @Maxmeatsix: Spielberg making a halo tv series! It's getting better and better #XboxReveal #XboxOne right? #XboxReveal #SonyIsFucked,,,,,,,,
pues ahora que ya lo vi\,,,,,,,,
The UI looked terrible.  Screw Internet Explorer.  Screw sports.  Screw Skype.  I just want my damn games!  #xboxreveal,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
RT @FuzzyOtterBalls: Yo dog\,,,,,,,,
@InTheLittleWood One thing that I learnt from this XboxReveal is that Kim is awesome! I can't wait to see more of her :D,,,,,,,,
Anyone buys the PS4 over the Xbox One should remove themselves from the gene pool for the sake of our species. #XboxReveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
And now we waut for E3 #xboxreveal #XboxOne has a stronger offering than PS4. Not sure if I need my gaming machine to consolidate all my media #XboxReveal,,,,,,,,
RT @ArcanaLegacy: IS IT ALWAYS ONLINE!? #BurningQuestionsThatWereNeverAnswered #XboxReveal #XboxOne,,,,,,,,
Xbox\,,,,,,,,
Great #XBOXREVEAL! Still have no incentive to buy one given everything worth my money winds up on PC.,,,,,,,,
RT @IGNUK: 8GB of RAM\ sorry but #TBH the #XboxReveal was boring. Should wait till #E3 where it's dedicated entirely to…,,,,,,,,
"RT @Rubiu5: Como la nueva Xbox se llame Xbox 720 y solo se pueda jugar usando \""Kinect\"" me pego un tiro en el pie #XboxReveal pour en savoir plus sur la Xbox One ! #xboxreveal #E3G1",,,,,,,,
RT @FuzzyOtterBalls: 100% guaranteed that your dog is going to die during a cutscene in CoD: Ghosts and be hailed as the emotional moment o…,,,,,,,,
RT @dehparadox: Xbox One no tendrá que estar siempre conectada. Se podrá jugar Offline como siempre. #XboxReveal now THIS is the most impressive thing I've seen to…,,,,,,,,
RT @KazHiraiCEO: “Wow these arms in MW3 are so beautiful” - Nobody\,,,,,,,,
RT @trianglegod: ALL I KNOW IS A DOG HAD TATTOOS AND THIS GUY HAS ARM HAIR AND DIRT UNDER HIS NAILS #xboxreveal,,,,,,,,
RT @TwitchTV: We're very proud of our little FrankerZ and we're greatly looking forward to Dog of Duty on the Xbox One. #XboxReveal,,,,,,,,
RT @shoplifter110: In other news\,,,,,,,,
(Yay a new Call of Duty game that looks no different. I'm so excited) #XboxReveal Sony has a huge leg up on you. #XboxReveal,,,,,,,,
RT @hypebeast: .@Microsoft Unveils the @Xbox One http://t.co/ZtygthwzVW #XboxReveal #XboxOne http://t.co/8jBIu42DKb that was underwhelming. Really hoping they're saving the big guns for E3. #XboxReveal,,,,,,,,
RT @ChickenBolty: Girls tweeting about being excited over the new Xbox only means one thing.... Lesbian #xboxreveal,,,,,,,,
RT @jpgames_de: Sogar die Nintendo-Aktie ist während #XboxReveal gestiegen\,,,,,,,,
RT @dexbonus: cutscenes are not gameplay. CUTSCENES ARE NOT GAMEPLAY. #xboxreveal,,,,,,,,
RT @andreita6878: Microsoft anuncia el Xbox One\,,,,,,,,
RT @NormanDesVideos: Si toi aussi tu essayes de regarder le live #XboxReveal mais que ta connexion internet est la pire du monde\ @InfinityWard\ I couldn't care less. #XboxRe…,,,,,,,,
"RT @JesseCox: Spielberg's gamer cred was the exact same as models trying to convince us they are gamers. gg. #xboxreveal \""I played pong onc… #XboxOne is about Tv and sports....now waiting for E3",,,,,,,,
is it over? #XboxReveal: http://t.co/DkHOHspLB5,,,,,,,,
RT @MCVonline: Microsoft confirms 'pre-owned fee' for Xbox One #XboxReveal,,,,,,,,
Microsoft Bulls**t Bingo\,,,,,,,,
RT @CVG_News: Full report: #XboxOne has 'pre-owned fee' http://t.co/rUCtnr1RL2 Game installation mandatory\,,,,,,,,
RT @moosegrinder: Nintendo\ muy lindo el diseño y todo... pero el Always Online y los Used Games? Que se yo\,,,,,,,,
"RT @JimSterling: Microsoft CEO was apparently worried about not \""overloading\"" people with too many videogames today. HA\",,,,,,,,
RT @GiggukAZ: That Xbox conference was AWESOME. Most hilarious video of YouTube Comedy week so far. #XboxReveal,,,,,,,,
COMPLETE New 52 @GeoffJohns GREEN LANTERN #1-20\,,,,,,,,
RT @AndersonEuan: Looks beast #XboxReveal,,,,,,,,
Ya ha acabado la conferencia del #XboxReveal \,,,,,,,,
RT @MonJarek: I din't understand why people aren't liking the reveal at least they actually showed us the console! #XboxReveal,,,,,,,,
RT @Xbox: Team #Xbox is on a new mission: an all in one system for Games\,,,,,,,,
RT @ZerkaaHD: You'll need to buy a new Xbox when you hit puberty cause it won't recognise your voice anymore! You won't be able to turn it … right? #XboxReveal #SonyIsFucked,,,,,,,,
Largely disappointed about xboxone\ Sony. Your path is cleared. #xboxreveal,,,,,,,,
#XboxReveal Xbox fanboys are out in full force defending the atrocity that just happened.,,,,,,,,
RT @ONEnezi: It's called Xbox One because you take 1 look at it and walk away.\,,,,,,,,
Think about the new Kinect and the posibilities. Mindblowing. #Kinect #XboxOne #XboxReveal Microsoft!,,,,,,,,
I'm going to play Dota 2. I need something else to make me rage because the #XboxReveal was shocking.,,,,,,,,
Как это в стиле Microsoft: устройство «все-в-одном»\ (Consola - Kinnect - Control) Especificaciones Tecnicas\ Wait E3,,,,,,,,
"RT @Baxayaun: Hemos hecho el juego de beber un trago cada vez que la palabra \""experience\"" o \""content\"" se mencionaba y estamos muy pedos. #X… no se cual será finalmente mejor\ Sony se como a Microsoft #XboxReveal",,,,,,,,
Great #XboxReveal by Microsoft. Can't wait for the games at #E3.,,,,,,,,
Is anyone as excited as I am to play Fetch with the dog in Call of Duty: Ghosts? EIIII!!!! #Xboxreveal #COD,,,,,,,,
I missed the FIFA bit on XboxReveal:/,,,,,,,,
RT @billlehecka: I'm at the point in my life where I'm done with fanboys on either side telling me why their product is much better. Coexis… 360\,,,,,,,,
#xboxone #XboxReveal hooooly shit,,,,,,,,
RT @memohiervas: Call Of Duty: Ghosts para Xbox ONE #XboxReveal http://t.co/i1KoZNdNCs,,,,,,,,
“@DizzyBala: Definitely getting a Playstation 4 now. That console looks like a Ford Focus dashboard. #XboxReveal” We're down with that!,,,,,,,,
RT @AllThingsXbox: Everyone welcome @CollarDuty\,,,,,,,,
"@IGN What are your thoughts of \""Kinect 2.0\""\",,,,,,,,
@WillyrexYT como ves el #CoDghosts? despues de lo que se a visto en #XboxRevealI was hoping for more games and more showing of the games  and actual gameplay. Kind of disappointed to be honest. #XboxReveal,,,,,,,,
RT @shoptonet: XBOX ONE NOW AVAILABLE FOR PRE-ORDER! Pre-order your console now &gt; http://t.co/hc8YoKDMDv #XboxOne #Xbox #XboxReveal #ShopTo…,,,,,,,,
"RT @kumailn: \""The one amazing thing we can do with all this new tech is that your guy can lean around corners now.\"" #XboxReveal",,,,,,,,
RT @TheDCD: :D  #xboxreveal http://t.co/V6mLalEtjl,,,,,,,,
"RT @Rubiu5: Como la nueva Xbox se llame Xbox 720 y solo se pueda jugar usando \""Kinect\"" me pego un tiro en el pie #XboxReveal I heard you like Call of Duty\",,,,,,,,
"RT @the_moviebob: \""XBox One: Your source for tangential synergy with various mediums that are not video games!\"" #xboxreveal you're gonna have to STEP THE FU…",,,,,,,,
everything is boxy. #xboxreveal,,,,,,,,
RT @juanlozada: Es claro que el anuncio de #XboxOne fue organizado en etapas. Hoy apenas bien\,,,,,,,,
RT @CNETNews: Microsoft Xbox chief Don Mattrick has taken the stage at #XboxReveal (live blog) http://t.co/JYLyA5GKMV,,,,,,,,
"RT @mikestill: Excited about this \""fish will swim out of your way\"" tech.  Too many years of fish not moving. #xboxreveal &amp; loads of gameplay footage for original co…",,,,,,,,
RT @HiFolksImAdam: Suddenly\,,,,,,,,
RT @JimSterling: Xbox One reveal was sports\,,,,,,,,
RT @a_srivastava: Verdict on #XboxReveal - Buy a Playstation 4,,,,,,,,
RT @VicAleph: Y donde se mete el sandwich decís? #XboxRevealXBOX CAN RECOGNIZE YOUR VOICE\ XBOX CAN BLOW YOU\,,,,,,,,
RT @keza132: I want an xbox one now\,,,,,,,,
RT @docently: #XboxReveal http://t.co/oNWeXZJ8jV but what wisdom doth @Kotaku hath to say of this #XboxReveal then? After all\,,,,,,,,
"RT @DaftLimmy: \""It can recognise if you are sporting a semi under your pants\",,,,,,,,
RT @nyarth: Sports\\,,,,,,,,
Dear Microsoft\ a new FIFA game\,,,,,,,,
New generation revealed \,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
Expecting more game info for the xbox one at E3. The other feature seem legit to me. #XboxReveal,,,,,,,,
Holy shit a conferência foi tão desinteressante que eu nem acredito no que acabei de ver! #XboxReveal,,,,,,,,
RT @RenCutypoison: Sony stock up 10% in one hour xDDD #PS4 #XboxReveal,,,,,,,,
so the first 20 minutes was good then it went down hill with the games they shown #XboxReveal sorry Playstation 😂 #XboxReveal,,,,,,,,
@Icarurs if I'am gonna have skype sex its not gonna be on my Xbox that's all I gotta say #XBOXREVEAL FAV for PS4 #XboxReveal,,,,,,,,
This idea of a pre-owned fee for used games could work out very badly for Microsoft\,,,,,,,,
RT @TwitchTV: The #XboxReveal isn't over. In one hour\ Forza and Steven Spielberg. And only one of them is a fucking game! #XboxReveal,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
So the next generation of Xbox is Xbox One! Look pretty amazing to me! #XboxReveal #XboxOne I'm gonna bet it will be called the X1. (It won't). #XboxReveal,,,,,,,,
RT @ZAQ_SD: Question: Can we turn all of this shit off so it doesn't get in the way of playing games and avoid offline menu lag? Xbox One #…,,,,,,,,
RT @iLikeGirlsDaily: Retweet if you're watching #XboxReveal right now I can't find anything about the #XboxReveal on Playstation Network...,,,,,,,,
RT @Rubiu5: Queremos juegos microsoft\,,,,,,,,
RT @KeithTMarshall: The anticipation builds #NotForMyExamInAnHour #XboxReveal,,,,,,,,
RT @FuzzyOtterBalls: Yo dog\,,,,,,,,
"RT @JimSterling: Microsoft CEO was apparently worried about not \""overloading\"" people with too many videogames today. HA\ I think the look of the hardware is really bad :-( and the face recognition and matchmaking is kind of creepy.",,,,,,,,
@IGN how much would u say the Xbox live membership Is #XboxReveal,,,,,,,,
RT @RABlank: 5 of the 9 organic trends related to @XBox....@Twitter brings you closer. #HappeningNow #XBoxReveal #XBoxOne http://t.co/iI7sc…,,,,,,,,
ps4 is going to own E3 . #XboxReveal: http://t.co/RkLvFWKgkb I somewhat get it.  Explain this next-gen to kids who had a 360 as a first console.  #XboxReveal,,,,,,,,
RT @gamingangel: Sad that I feel it's more likely to get a dog in Infinity Ward's multiplayer than a female character model.  #xboxreveal,,,,,,,,
"Take my money\ go home\"" I can't stop thinking \""you're drunk\"" :/ #XboxReveal",,,,,,,,
That Xbox reveal just pissed all over PS4. Got to say\,,,,,,,,
RT @ijustine: #xboxreveal #xboxone :) https://t.co/P3hOLIWJEZ,,,,,,,,
RT @Rurikhan: #XboxReveal Exclusive NFL content\,,,,,,,,
#XboxReveal #XboxOne Seriously\,,,,,,,,
RT @MissPuckerLips: I am getting annoyed with #XboxReveal every 3 seconds keeps getting replayed for me so I cannot\,,,,,,,,
I think it's funny that dogs are a feature now. #XboxReveal,,,,,,,,
RT @Neszy_Odyssey: 4 calculations per second #xboxreveal,,,,,,,,
RT @toniemcee: A ver\ the controller looks sexy as hell and so does the console itself. #xboxreveal,,,,,,,,
"RT @Tech_fanpage: Non poteva mancare #Halo che per la sua presentazione \""scomoda\"" addirittura Steven Spielberg. #xboxreveal http://t.co/iLQ…",,,,,,,,
Oh Magic we can watch TV on new Xbox our Teles are obsolete we dont neet them now bin them! #XboxReveal,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal,,,,,,,,
RT @JesseCox: So what have learned? Xbox partnering with EA and the NFL to dominate the college frat market. In other news\ paywall for additional installs…,,,,,,,,
I don't play sports games\,,,,,,,,
Saving all the bad press for AFTER the announcement. Nice one.\,,,,,,,,
"\""... is the new water cooler.\"" Does that mean I can get cooled and heated water from the console? #XboxReveal",,,,,,,,
RT @toniemcee: FIFA 14 ULTIMATE TEAM es sólo para XBOX ONE. OMG… Eso es un gol… nunca mejor dicho. #xboxreveal Sony va ganando… Playstation saca la 4 y XBOX la ONE #xboxreveal,,,,,,,,
#xbmw #xbox #xboxreveal #xboxone http://t.co/KDdSortxQu I'm getting a P…,,,,,,,,
The new #XboxOne looks like my old #VCR !!! #XboxReveal #PS4 #ewwww but the new pad is very nice .. Looks like the old-one in fact ...,,,,,,,,
It's the final countdowwwwwnnnn ! Godddddd I am as excited as anything now. #hyped #xboxreveal bring on E3 and amazing games huh? #xboxreveal,,,,,,,,
xbox.de ist unavailable :P #XboxReveal,,,,,,,,
RT @arisonas: #xboxreveal new ea sports engine will literally generate 4 bullies infront of you using kinect and kick your nerdy ass to the…,,,,,,,,
RT @Gawny: En directo desde http://t.co/0aDQsnJqoZ :D #XboxReveal,,,,,,,,
@Bilel_Sept_Huit j'arrive pas a voir le #Xboxreveal chui en stress mais j'ai vu le nouveau trailer de #CodGhosts #XboxOne I already have a VCR. #XboxReveal,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal in just under an hour.,,,,,,,,
RT @toniemcee: A ver\ I just think of this  #XboxReveal http://t.co/fRlpn7AB18,,,,,,,,
RT @icze4r: It's called Xbox One\ the fact that Xbox will do stuff it’s never done before doesn’t mean it will do less of the stuff it’s always done. C…,,,,,,,,
The Xbox One is looking fantastic. I can't say the same for Call of Duty\,,,,,,,,
RT @JimSterling: Videogames? #XboxReveal c'est parti sur @gameone http://t.co/4tgmtAqKoK @JulienTellouck est dans la place !,,,,,,,,
Did they call it xboxone because its based on the first ever DVD player? Looked kinda shit besides ghosts #XboxReveal because you take one look at it and walk away. #XboxOne #XboxReveal,,,,,,,,
#XboxReveal I will buy a XBOX ONE as remote control for my Tv and a PS4 for playing games...,,,,,,,,
Los lulz del #XboxReveal llegaron a tal punto que se callo neoGAF..... ¿Y mis 50\ #PS4 and next generation ga…,,,,,,,,
So\ great trailer at #xboxreveal @xboxuk,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon las acciones de Sony acaban de subir 2 puntos xDDD #XboxReveal,,,,,,,,
@ign #xboxreveal Don't you think that revealing half now and half later dulls down each event? E3 will probably lack a wow factor now,,,,,,,,
Disspointed #XboxReveal,,,,,,,,
"RT @Davealonsoh: Orden para Xbox One: \""Xbox\",,,,,,,,
RT @GiggukAZ: That Xbox conference was AWESOME. Most hilarious video of YouTube Comedy week so far. #XboxReveal I just think of this  #XboxReveal http://t.co/fRlpn7AB18,,,,,,,,
RT @GiggukAZ: That Xbox conference was AWESOME. Most hilarious video of YouTube Comedy week so far. #XboxReveal,,,,,,,,
RT @Mcom_Respawn: #XboxReveal #MLive Confirmed @CallofDuty Ghosts will have fish\,,,,,,,,
I think it's the right time to congratulate Sony on winning this generation. #XboxReveal,,,,,,,,
http://t.co/uuXD7ioyb0 #XboxReveal,,,,,,,,
RT @icze4r: It's called Xbox One\ Cero COD pa PS4 =)) #EpicWin #XboxReveal http://t.co/LvSBO2P2Nt,,,,,,,,
RT @SaUcEySOARS: Every Competitive COD player on the edge of their seats\ traurà alguna exclusivitat per Xbox One? \,,,,,,,,
If you didn't like #XboxReveal\,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
#XboxReveal wan te amo\,,,,,,,,
Lots of sports fans in my twitter feed are pretty hyped on the Xbox One's fantasy league features. #xboxreveal,,,,,,,,
RT @Kinectingforwin: Think about the new Kinect and the posibilities. Mindblowing. #Kinect #XboxOne #XboxReveal,,,,,,,,
"RT @ComplexVG: #Xboxreveal \""Xbox\ the Xbox One is just a glorified BluRay player\ except NFL and Cawadoody of course. #XboxReveal",,,,,,,,
@notaxation Did you see how big the Xbox One is? Like\ paywall for additional installs…,,,,,,,,
RT @BLCKTGMNG: It was great watching the #XboxOne #XboxReveal with my brothers @AaronChard @HewlettJoe and @noonanjoe123 #CODGhosts #CallOf…  no one is forcing you to buy an xbox . #XboxReveal,,,,,,,,
RT @gamingangel: Sad that I feel it's more likely to get a dog in Infinity Ward's multiplayer than a female character model.  #xboxreveal,,,,,,,,
"RT @agentbizzle: \""We've created a living world for people who hated the other\",,,,,,,,
